database,variant,benchmark,workload,metric_name,metric_value,unit,repetition
duckdb,release,tpch,q15,query_time,1.605,seconds,0
duckdb,release,tpch,q16,query_time,0.484,seconds,0
duckdb,release,tpch,q17,query_time,1.73,seconds,0
duckdb,release,tpch,q18,query_time,1.778,seconds,0
duckdb,release,tpch,q19,query_time,2.343,seconds,0
duckdb,release,tpch,q20,query_time,1.825,seconds,0
duckdb,release,tpch,q21,query_time,2.472,seconds,0
duckdb,release,tpch,q22,query_time,0.395,seconds,0
duckdb,release-mte,tpch,q1,query_time,1.454,seconds,0
duckdb,release-mte,tpch,q2,query_time,0.489,seconds,0
duckdb,release-mte,tpch,q3,query_time,1.843,seconds,0
duckdb,release-mte,tpch,q4,query_time,1.58,seconds,0
duckdb,release-mte,tpch,q5,query_time,2.068,seconds,0
duckdb,release-mte,tpch,q6,query_time,1.295,seconds,0
duckdb,release-mte,tpch,q7,query_time,2.498,seconds,0
duckdb,release-mte,tpch,q8,query_time,2.321,seconds,0
duckdb,release-mte,tpch,q9,query_time,4.5,seconds,0
duckdb,release-mte,tpch,q10,query_time,2.483,seconds,0
duckdb,release-mte,tpch,q11,query_time,0.355,seconds,0
duckdb,release-mte,tpch,q12,query_time,1.777,seconds,0
duckdb,release-mte,tpch,q13,query_time,1.793,seconds,0
duckdb,release-mte,tpch,q14,query_time,1.88,seconds,0
duckdb,release-mte,tpch,q15,query_time,2.194,seconds,0
duckdb,release-mte,tpch,q16,query_time,0.574,seconds,0
duckdb,release-mte,tpch,q17,query_time,2.16,seconds,0
duckdb,release-mte,tpch,q18,query_time,2.398,seconds,0
duckdb,release-mte,tpch,q19,query_time,3.377,seconds,0
duckdb,release-mte,tpch,q20,query_time,2.514,seconds,0
duckdb,release-mte,tpch,q21,query_time,4.049,seconds,0
duckdb,release-mte,tpch,q22,query_time,0.506,seconds,0
duckdb,release-cold,tpch,q1,query_time,2.073,seconds,0
duckdb,release-cold,tpch,q2,query_time,0.57,seconds,0
duckdb,release-cold,tpch,q3,query_time,2.119,seconds,0
duckdb,release-cold,tpch,q4,query_time,2.125,seconds,0
duckdb,release-cold,tpch,q5,query_time,2.266,seconds,0
duckdb,release-cold,tpch,q6,query_time,1.449,seconds,0
duckdb,release-cold,tpch,q7,query_time,2.405,seconds,0
duckdb,release-cold,tpch,q8,query_time,2.442,seconds,0
duckdb,release-cold,tpch,q9,query_time,4.245,seconds,0
duckdb,release-cold,tpch,q10,query_time,2.526,seconds,0
duckdb,release-cold,tpch,q11,query_time,0.335,seconds,0
duckdb,release-cold,tpch,q12,query_time,1.583,seconds,0
duckdb,release-cold,tpch,q13,query_time,1.666,seconds,0
duckdb,release-cold,tpch,q14,query_time,1.69,seconds,0
duckdb,release-cold,tpch,q15,query_time,1.689,seconds,0
duckdb,release-cold,tpch,q16,query_time,0.493,seconds,0
duckdb,release-cold,tpch,q17,query_time,1.578,seconds,0
duckdb,release-cold,tpch,q18,query_time,1.955,seconds,0
duckdb,release-cold,tpch,q19,query_time,3.216,seconds,0
duckdb,release-cold,tpch,q20,query_time,2.09,seconds,0
duckdb,release-cold,tpch,q21,query_time,2.661,seconds,0
duckdb,release-cold,tpch,q22,query_time,0.433,seconds,0
duckdb,release-mte-cold,tpch,q1,query_time,1.546,seconds,0
duckdb,release-mte-cold,tpch,q2,query_time,0.533,seconds,0
duckdb,release-mte-cold,tpch,q3,query_time,2.041,seconds,0
duckdb,release-mte-cold,tpch,q4,query_time,1.79,seconds,0
duckdb,release-mte-cold,tpch,q5,query_time,2.116,seconds,0
duckdb,release-mte-cold,tpch,q6,query_time,1.453,seconds,0
duckdb,release-mte-cold,tpch,q7,query_time,2.408,seconds,0
duckdb,release-mte-cold,tpch,q8,query_time,2.556,seconds,0
duckdb,release-mte-cold,tpch,q9,query_time,4.227,seconds,0
duckdb,release-mte-cold,tpch,q10,query_time,2.504,seconds,0
duckdb,release-mte-cold,tpch,q11,query_time,0.347,seconds,0
duckdb,release-mte-cold,tpch,q12,query_time,2.161,seconds,0
duckdb,release-mte-cold,tpch,q13,query_time,1.712,seconds,0
duckdb,release-mte-cold,tpch,q14,query_time,2.072,seconds,0
duckdb,release-mte-cold,tpch,q15,query_time,1.923,seconds,0
duckdb,release-mte-cold,tpch,q16,query_time,0.553,seconds,0
duckdb,release-mte-cold,tpch,q17,query_time,2.321,seconds,0
duckdb,release-mte-cold,tpch,q18,query_time,2.147,seconds,0
duckdb,release-mte-cold,tpch,q19,query_time,4.391,seconds,0
duckdb,release-mte-cold,tpch,q20,query_time,2.644,seconds,0
duckdb,release-mte-cold,tpch,q21,query_time,3.924,seconds,0
duckdb,release-mte-cold,tpch,q22,query_time,0.493,seconds,0
duckdb,release,tpch,q1,query_time,1.357,seconds,1
duckdb,release,tpch,q2,query_time,0.428,seconds,1
duckdb,release,tpch,q3,query_time,1.827,seconds,1
duckdb,release,tpch,q4,query_time,1.685,seconds,1
duckdb,release,tpch,q5,query_time,1.946,seconds,1
duckdb,release,tpch,q6,query_time,1.24,seconds,1
duckdb,release,tpch,q7,query_time,2.042,seconds,1
duckdb,release,tpch,q8,query_time,2.06,seconds,1
duckdb,release,tpch,q9,query_time,3.891,seconds,1
duckdb,release,tpch,q10,query_time,2.138,seconds,1
duckdb,release,tpch,q11,query_time,0.283,seconds,1
duckdb,release,tpch,q12,query_time,1.566,seconds,1
duckdb,release,tpch,q13,query_time,1.477,seconds,1
duckdb,release,tpch,q14,query_time,1.566,seconds,1
duckdb,release,tpch,q15,query_time,1.572,seconds,1
duckdb,release,tpch,q16,query_time,0.482,seconds,1
duckdb,release,tpch,q17,query_time,1.63,seconds,1
duckdb,release,tpch,q18,query_time,1.706,seconds,1
duckdb,release,tpch,q19,query_time,2.579,seconds,1
duckdb,release,tpch,q20,query_time,1.787,seconds,1
duckdb,release,tpch,q21,query_time,2.448,seconds,1
duckdb,release,tpch,q22,query_time,0.426,seconds,1
duckdb,release-mte,tpch,q1,query_time,1.388,seconds,1
duckdb,release-mte,tpch,q2,query_time,0.507,seconds,1
duckdb,release-mte,tpch,q3,query_time,2.095,seconds,1
duckdb,release-mte,tpch,q4,query_time,1.792,seconds,1
duckdb,release-mte,tpch,q5,query_time,2.052,seconds,1
duckdb,release-mte,tpch,q6,query_time,1.366,seconds,1
duckdb,release-mte,tpch,q7,query_time,2.407,seconds,1
duckdb,release-mte,tpch,q8,query_time,3.056,seconds,1
duckdb,release-mte,tpch,q9,query_time,4.156,seconds,1
duckdb,release-mte,tpch,q10,query_time,2.23,seconds,1
duckdb,release-mte,tpch,q11,query_time,0.315,seconds,1
duckdb,release-mte,tpch,q12,query_time,1.819,seconds,1
duckdb,release-mte,tpch,q13,query_time,1.713,seconds,1
duckdb,release-mte,tpch,q14,query_time,1.924,seconds,1
duckdb,release-mte,tpch,q15,query_time,1.778,seconds,1
duckdb,release-mte,tpch,q16,query_time,0.48,seconds,1
duckdb,release-mte,tpch,q17,query_time,1.97,seconds,1
duckdb,release-mte,tpch,q18,query_time,1.768,seconds,1
duckdb,release-mte,tpch,q19,query_time,2.648,seconds,1
duckdb,release-mte,tpch,q20,query_time,2.001,seconds,1
duckdb,release-mte,tpch,q21,query_time,3.494,seconds,1
duckdb,release-mte,tpch,q22,query_time,0.515,seconds,1
duckdb,release-cold,tpch,q1,query_time,1.515,seconds,1
duckdb,release-cold,tpch,q2,query_time,0.482,seconds,1
duckdb,release-cold,tpch,q3,query_time,1.779,seconds,1
duckdb,release-cold,tpch,q4,query_time,1.614,seconds,1
duckdb,release-cold,tpch,q5,query_time,1.951,seconds,1
duckdb,release-cold,tpch,q6,query_time,1.168,seconds,1
duckdb,release-cold,tpch,q7,query_time,2.055,seconds,1
duckdb,release-cold,tpch,q8,query_time,2.116,seconds,1
duckdb,release-cold,tpch,q9,query_time,3.936,seconds,1
duckdb,release-cold,tpch,q10,query_time,2.932,seconds,1
duckdb,release-cold,tpch,q11,query_time,0.475,seconds,1
duckdb,release-cold,tpch,q12,query_time,1.735,seconds,1
duckdb,release-cold,tpch,q13,query_time,1.522,seconds,1
duckdb,release-cold,tpch,q14,query_time,1.653,seconds,1
duckdb,release-cold,tpch,q15,query_time,1.67,seconds,1
duckdb,release-cold,tpch,q16,query_time,0.484,seconds,1
duckdb,release-cold,tpch,q17,query_time,1.478,seconds,1
duckdb,release-cold,tpch,q18,query_time,1.848,seconds,1
duckdb,release-cold,tpch,q19,query_time,2.485,seconds,1
duckdb,release-cold,tpch,q20,query_time,1.841,seconds,1
duckdb,release-cold,tpch,q21,query_time,2.531,seconds,1
duckdb,release-cold,tpch,q22,query_time,0.454,seconds,1
duckdb,release-mte-cold,tpch,q1,query_time,1.452,seconds,1
duckdb,release-mte-cold,tpch,q2,query_time,0.557,seconds,1
duckdb,release-mte-cold,tpch,q3,query_time,1.943,seconds,1
duckdb,release-mte-cold,tpch,q4,query_time,1.73,seconds,1
duckdb,release-mte-cold,tpch,q5,query_time,2.094,seconds,1
duckdb,release-mte-cold,tpch,q6,query_time,1.393,seconds,1
duckdb,release-mte-cold,tpch,q7,query_time,2.532,seconds,1
duckdb,release-mte-cold,tpch,q8,query_time,2.436,seconds,1
duckdb,release-mte-cold,tpch,q9,query_time,4.395,seconds,1
duckdb,release-mte-cold,tpch,q10,query_time,2.449,seconds,1
duckdb,release-mte-cold,tpch,q11,query_time,0.319,seconds,1
duckdb,release-mte-cold,tpch,q12,query_time,1.947,seconds,1
duckdb,release-mte-cold,tpch,q13,query_time,2.046,seconds,1
duckdb,release-mte-cold,tpch,q14,query_time,2.281,seconds,1
duckdb,release-mte-cold,tpch,q15,query_time,1.816,seconds,1
duckdb,release-mte-cold,tpch,q16,query_time,0.534,seconds,1
duckdb,release-mte-cold,tpch,q17,query_time,1.798,seconds,1
duckdb,release-mte-cold,tpch,q18,query_time,2.235,seconds,1
duckdb,release-mte-cold,tpch,q19,query_time,2.631,seconds,1
duckdb,release-mte-cold,tpch,q20,query_time,2.009,seconds,1
duckdb,release-mte-cold,tpch,q21,query_time,3.637,seconds,1
duckdb,release-mte-cold,tpch,q22,query_time,0.446,seconds,1
duckdb,release,tpch,q1,query_time,1.218,seconds,2
duckdb,release,tpch,q2,query_time,0.484,seconds,2
duckdb,release,tpch,q3,query_time,1.657,seconds,2
duckdb,release,tpch,q4,query_time,1.652,seconds,2
duckdb,release,tpch,q5,query_time,1.813,seconds,2
duckdb,release,tpch,q6,query_time,1.259,seconds,2
duckdb,release,tpch,q7,query_time,2.012,seconds,2
duckdb,release,tpch,q8,query_time,2.105,seconds,2
duckdb,release,tpch,q9,query_time,4.011,seconds,2
duckdb,release,tpch,q10,query_time,2.175,seconds,2
duckdb,release,tpch,q11,query_time,0.31,seconds,2
duckdb,release,tpch,q12,query_time,1.642,seconds,2
duckdb,release,tpch,q13,query_time,1.584,seconds,2
duckdb,release,tpch,q14,query_time,1.543,seconds,2
duckdb,release,tpch,q15,query_time,1.672,seconds,2
duckdb,release,tpch,q16,query_time,0.489,seconds,2
duckdb,release,tpch,q17,query_time,1.535,seconds,2
duckdb,release,tpch,q18,query_time,1.778,seconds,2
duckdb,release,tpch,q19,query_time,2.413,seconds,2
duckdb,release,tpch,q20,query_time,1.861,seconds,2
duckdb,release,tpch,q21,query_time,2.477,seconds,2
duckdb,release,tpch,q22,query_time,0.413,seconds,2
duckdb,release-mte,tpch,q1,query_time,1.423,seconds,2
duckdb,release-mte,tpch,q2,query_time,0.46,seconds,2
duckdb,release-mte,tpch,q3,query_time,2.044,seconds,2
duckdb,release-mte,tpch,q4,query_time,1.855,seconds,2
duckdb,release-mte,tpch,q5,query_time,2.908,seconds,2
duckdb,release-mte,tpch,q6,query_time,1.317,seconds,2
duckdb,release-mte,tpch,q7,query_time,2.481,seconds,2
duckdb,release-mte,tpch,q8,query_time,2.579,seconds,2
duckdb,release-mte,tpch,q9,query_time,4.189,seconds,2
duckdb,release-mte,tpch,q10,query_time,2.327,seconds,2
duckdb,release-mte,tpch,q11,query_time,0.304,seconds,2
duckdb,release-mte,tpch,q12,query_time,1.893,seconds,2
duckdb,release-mte,tpch,q13,query_time,1.589,seconds,2
duckdb,release-mte,tpch,q14,query_time,1.882,seconds,2
duckdb,release-mte,tpch,q15,query_time,1.847,seconds,2
duckdb,release-mte,tpch,q16,query_time,0.485,seconds,2
duckdb,release-mte,tpch,q17,query_time,1.751,seconds,2
duckdb,release-mte,tpch,q18,query_time,1.935,seconds,2
duckdb,release-mte,tpch,q19,query_time,2.589,seconds,2
duckdb,release-mte,tpch,q20,query_time,1.893,seconds,2
duckdb,release-mte,tpch,q21,query_time,3.393,seconds,2
duckdb,release-mte,tpch,q22,query_time,0.478,seconds,2
duckdb,release-cold,tpch,q1,query_time,1.488,seconds,2
duckdb,release-cold,tpch,q2,query_time,0.49,seconds,2
duckdb,release-cold,tpch,q3,query_time,1.705,seconds,2
duckdb,release-cold,tpch,q4,query_time,1.533,seconds,2
duckdb,release-cold,tpch,q5,query_time,1.969,seconds,2
duckdb,release-cold,tpch,q6,query_time,1.258,seconds,2
duckdb,release-cold,tpch,q7,query_time,2.101,seconds,2
duckdb,release-cold,tpch,q8,query_time,3.28,seconds,2
duckdb,release-cold,tpch,q9,query_time,4.26,seconds,2
duckdb,release-cold,tpch,q10,query_time,2.358,seconds,2
duckdb,release-cold,tpch,q11,query_time,0.316,seconds,2
duckdb,release-cold,tpch,q12,query_time,1.563,seconds,2
duckdb,release-cold,tpch,q13,query_time,1.693,seconds,2
duckdb,release-cold,tpch,q14,query_time,1.724,seconds,2
duckdb,release-cold,tpch,q15,query_time,1.664,seconds,2
duckdb,release-cold,tpch,q16,query_time,0.498,seconds,2
duckdb,release-cold,tpch,q17,query_time,1.584,seconds,2
duckdb,release-cold,tpch,q18,query_time,1.976,seconds,2
duckdb,release-cold,tpch,q19,query_time,2.321,seconds,2
duckdb,release-cold,tpch,q20,query_time,1.832,seconds,2
duckdb,release-cold,tpch,q21,query_time,2.568,seconds,2
duckdb,release-cold,tpch,q22,query_time,0.529,seconds,2
duckdb,release-mte-cold,tpch,q1,query_time,1.506,seconds,2
duckdb,release-mte-cold,tpch,q2,query_time,0.577,seconds,2
duckdb,release-mte-cold,tpch,q3,query_time,1.986,seconds,2
duckdb,release-mte-cold,tpch,q4,query_time,1.619,seconds,2
duckdb,release-mte-cold,tpch,q5,query_time,2.066,seconds,2
duckdb,release-mte-cold,tpch,q6,query_time,1.61,seconds,2
duckdb,release-mte-cold,tpch,q7,query_time,2.406,seconds,2
duckdb,release-mte-cold,tpch,q8,query_time,2.405,seconds,2
duckdb,release-mte-cold,tpch,q9,query_time,4.649,seconds,2
duckdb,release-mte-cold,tpch,q10,query_time,2.83,seconds,2
duckdb,release-mte-cold,tpch,q11,query_time,0.335,seconds,2
duckdb,release-mte-cold,tpch,q12,query_time,1.738,seconds,2
duckdb,release-mte-cold,tpch,q13,query_time,1.794,seconds,2
duckdb,release-mte-cold,tpch,q14,query_time,2.026,seconds,2
duckdb,release-mte-cold,tpch,q15,query_time,1.896,seconds,2
duckdb,release-mte-cold,tpch,q16,query_time,0.527,seconds,2
duckdb,release-mte-cold,tpch,q17,query_time,1.862,seconds,2
duckdb,release-mte-cold,tpch,q18,query_time,2.024,seconds,2
duckdb,release-mte-cold,tpch,q19,query_time,2.826,seconds,2
duckdb,release-mte-cold,tpch,q20,query_time,2.099,seconds,2
duckdb,release-mte-cold,tpch,q21,query_time,3.501,seconds,2
duckdb,release-mte-cold,tpch,q22,query_time,0.505,seconds,2
redis,dynamic,ycsb,a,throughput,14749.26,ops/sec,0
redis,dynamic,ycsb,b,throughput,14367.82,ops/sec,0
redis,dynamic,ycsb,c,throughput,14245.01,ops/sec,0
redis,dynamic,ycsb,d,throughput,13297.87,ops/sec,0
redis,dynamic,ycsb,e,throughput,368.51,ops/sec,0
redis,dynamic,ycsb,f,throughput,10172.94,ops/sec,0
redis,mte,ycsb,a,throughput,14450.87,ops/sec,0
redis,mte,ycsb,b,throughput,13793.1,ops/sec,0
redis,mte,ycsb,c,throughput,14044.94,ops/sec,0
redis,mte,ycsb,d,throughput,13140.6,ops/sec,0
redis,mte,ycsb,e,throughput,348.26,ops/sec,0
redis,mte,ycsb,f,throughput,9832.84,ops/sec,0
redis,static,ycsb,a,throughput,17921.15,ops/sec,0
redis,static,ycsb,b,throughput,17857.14,ops/sec,0
redis,static,ycsb,c,throughput,18975.33,ops/sec,0
redis,static,ycsb,d,throughput,18181.82,ops/sec,0
redis,static,ycsb,e,throughput,765.28,ops/sec,0
redis,static,ycsb,f,throughput,14534.88,ops/sec,0
redis,cheri,ycsb,a,throughput,18050.54,ops/sec,0
redis,cheri,ycsb,b,throughput,18484.29,ops/sec,0
redis,cheri,ycsb,c,throughput,19880.72,ops/sec,0
redis,cheri,ycsb,d,throughput,16638.94,ops/sec,0
redis,cheri,ycsb,e,throughput,674.54,ops/sec,0
redis,cheri,ycsb,f,throughput,14639.82,ops/sec,0
redis,dynamic,ycsb,a,throughput,14925.37,ops/sec,1
redis,dynamic,ycsb,b,throughput,14534.88,ops/sec,1
redis,dynamic,ycsb,c,throughput,14326.65,ops/sec,1
redis,dynamic,ycsb,d,throughput,13422.82,ops/sec,1
redis,dynamic,ycsb,e,throughput,362.6,ops/sec,1
redis,dynamic,ycsb,f,throughput,10121.46,ops/sec,1
redis,mte,ycsb,a,throughput,14492.75,ops/sec,1
redis,mte,ycsb,b,throughput,13850.42,ops/sec,1
redis,mte,ycsb,c,throughput,13774.1,ops/sec,1
redis,mte,ycsb,d,throughput,12987.01,ops/sec,1
redis,mte,ycsb,e,throughput,379.52,ops/sec,1
redis,mte,ycsb,f,throughput,9794.32,ops/sec,1
redis,static,ycsb,a,throughput,17636.68,ops/sec,1
redis,static,ycsb,b,throughput,16835.02,ops/sec,1
redis,static,ycsb,c,throughput,18450.18,ops/sec,1
redis,static,ycsb,d,throughput,18344.95,ops/sec,1
redis,static,ycsb,e,throughput,752.27,ops/sec,1
redis,static,ycsb,f,throughput,15015.02,ops/sec,1
redis,cheri,ycsb,a,throughput,17543.86,ops/sec,1
redis,cheri,ycsb,b,throughput,16528.93,ops/sec,1
redis,cheri,ycsb,c,throughput,18083.18,ops/sec,1
redis,cheri,ycsb,d,throughput,15923.57,ops/sec,1
redis,cheri,ycsb,e,throughput,705.9,ops/sec,1
redis,cheri,ycsb,f,throughput,15151.52,ops/sec,1
redis,dynamic,ycsb,a,throughput,14947.68,ops/sec,2
redis,dynamic,ycsb,b,throughput,14104.37,ops/sec,2
redis,dynamic,ycsb,c,throughput,14388.49,ops/sec,2
redis,dynamic,ycsb,d,throughput,13422.82,ops/sec,2
redis,dynamic,ycsb,e,throughput,368.32,ops/sec,2
redis,dynamic,ycsb,f,throughput,10214.5,ops/sec,2
redis,mte,ycsb,a,throughput,14534.88,ops/sec,2
redis,mte,ycsb,b,throughput,13550.14,ops/sec,2
redis,mte,ycsb,c,throughput,13755.16,ops/sec,2
redis,mte,ycsb,d,throughput,12886.6,ops/sec,2
redis,mte,ycsb,e,throughput,340.37,ops/sec,2
redis,mte,ycsb,f,throughput,10000.0,ops/sec,2
redis,static,ycsb,a,throughput,20283.98,ops/sec,2
redis,static,ycsb,b,throughput,19230.77,ops/sec,2
redis,static,ycsb,c,throughput,21231.42,ops/sec,2
redis,static,ycsb,d,throughput,18939.39,ops/sec,2
redis,static,ycsb,e,throughput,764.14,ops/sec,2
redis,static,ycsb,f,throughput,15527.95,ops/sec,2
redis,cheri,ycsb,a,throughput,18112.32,ops/sec,2
redis,cheri,ycsb,b,throughput,18587.36,ops/sec,2
redis,cheri,ycsb,c,throughput,19417.48,ops/sec,2
redis,cheri,ycsb,d,throughput,17361.11,ops/sec,2
redis,cheri,ycsb,e,throughput,692.41,ops/sec,2
redis,cheri,ycsb,f,throughput,14450.87,ops/sec,2
mysql,release,sysbench,oltp_read_write,tps,1726.0,txn/sec,0
mysql,release,sysbench,oltp_read_write,qps,34522.94,queries/sec,0
mysql,release,sysbench,oltp_read_write,latency_avg,2.32,ms,0
mysql,release,sysbench,oltp_read_write,latency_p95,3.62,ms,0
mysql,release-mte,sysbench,oltp_read_write,tps,1577.34,txn/sec,0
mysql,release-mte,sysbench,oltp_read_write,qps,31549.83,queries/sec,0
mysql,release-mte,sysbench,oltp_read_write,latency_avg,2.53,ms,0
mysql,release-mte,sysbench,oltp_read_write,latency_p95,3.82,ms,0
mysql,release,sysbench,oltp_read_write,tps,1599.23,txn/sec,1
mysql,release,sysbench,oltp_read_write,qps,31987.39,queries/sec,1
mysql,release,sysbench,oltp_read_write,latency_avg,2.5,ms,1
mysql,release,sysbench,oltp_read_write,latency_p95,3.75,ms,1
mysql,release-mte,sysbench,oltp_read_write,tps,1565.73,txn/sec,1
mysql,release-mte,sysbench,oltp_read_write,qps,31315.19,queries/sec,1
mysql,release-mte,sysbench,oltp_read_write,latency_avg,2.55,ms,1
mysql,release-mte,sysbench,oltp_read_write,latency_p95,3.75,ms,1
mysql,release,sysbench,oltp_read_write,tps,1720.72,txn/sec,2
mysql,release,sysbench,oltp_read_write,qps,34417.96,queries/sec,2
mysql,release,sysbench,oltp_read_write,latency_avg,2.32,ms,2
mysql,release,sysbench,oltp_read_write,latency_p95,3.49,ms,2
mysql,release-mte,sysbench,oltp_read_write,tps,1575.68,txn/sec,2
mysql,release-mte,sysbench,oltp_read_write,qps,31515.2,queries/sec,2
mysql,release-mte,sysbench,oltp_read_write,latency_avg,2.54,ms,2
mysql,release-mte,sysbench,oltp_read_write,latency_p95,3.68,ms,2
leveldb_motiv,release-mte,db_bench,fillrandom_t1,latency_avg,7.447,us,0
leveldb_motiv,release-mte,db_bench,fillrandom_t1,latency_stddev,98.86,us,0
leveldb_motiv,release-mte,db_bench,fillrandom_t1,latency_min,3.0,us,0
leveldb_motiv,release-mte,db_bench,fillrandom_t1,latency_median,5.5211,us,0
leveldb_motiv,release-mte,db_bench,fillrandom_t1,latency_max,8057.0,us,0
leveldb_motiv,release-mte,db_bench,readrandom_t1,latency_avg,3.539,us,0
leveldb_motiv,release-mte,db_bench,readrandom_t1,latency_stddev,46.55,us,0
leveldb_motiv,release-mte,db_bench,readrandom_t1,latency_min,0.0,us,0
leveldb_motiv,release-mte,db_bench,readrandom_t1,latency_median,3.2231,us,0
leveldb_motiv,release-mte,db_bench,readrandom_t1,latency_max,8056.0,us,0
leveldb_motiv,release-dynamic,db_bench,fillrandom_t1,latency_avg,6.923,us,0
leveldb_motiv,release-dynamic,db_bench,fillrandom_t1,latency_stddev,94.38,us,0
leveldb_motiv,release-dynamic,db_bench,fillrandom_t1,latency_min,3.0,us,0
leveldb_motiv,release-dynamic,db_bench,fillrandom_t1,latency_median,5.252,us,0
leveldb_motiv,release-dynamic,db_bench,fillrandom_t1,latency_max,8040.0,us,0
leveldb_motiv,release-dynamic,db_bench,readrandom_t1,latency_avg,3.075,us,0
leveldb_motiv,release-dynamic,db_bench,readrandom_t1,latency_stddev,44.43,us,0
leveldb_motiv,release-dynamic,db_bench,readrandom_t1,latency_min,0.0,us,0
leveldb_motiv,release-dynamic,db_bench,readrandom_t1,latency_median,2.7067,us,0
leveldb_motiv,release-dynamic,db_bench,readrandom_t1,latency_max,8074.0,us,0
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_avg,13.695,us,0
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_stddev,148.78,us,0
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_min,4.0,us,0
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_median,8.6268,us,0
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_max,8053.0,us,0
leveldb_motiv,release-asan,db_bench,readrandom_t1,latency_avg,14.301,us,0
leveldb_motiv,release-asan,db_bench,readrandom_t1,latency_stddev,92.51,us,0
leveldb_motiv,release-asan,db_bench,readrandom_t1,latency_min,1.0,us,0
leveldb_motiv,release-asan,db_bench,readrandom_t1,latency_median,12.153,us,0
leveldb_motiv,release-asan,db_bench,readrandom_t1,latency_max,11134.0,us,0
leveldb_motiv,release-static,db_bench,fillrandom_t1,latency_avg,4.314,us,0
leveldb_motiv,release-static,db_bench,fillrandom_t1,latency_stddev,87.98,us,0
leveldb_motiv,release-static,db_bench,fillrandom_t1,latency_min,1.0,us,0
leveldb_motiv,release-static,db_bench,fillrandom_t1,latency_median,2.7687,us,0
leveldb_motiv,release-static,db_bench,fillrandom_t1,latency_max,8022.0,us,0
leveldb_motiv,release-static,db_bench,readrandom_t1,latency_avg,4.825,us,0
leveldb_motiv,release-static,db_bench,readrandom_t1,latency_stddev,42.89,us,0
leveldb_motiv,release-static,db_bench,readrandom_t1,latency_min,0.0,us,0
leveldb_motiv,release-static,db_bench,readrandom_t1,latency_median,4.6841,us,0
leveldb_motiv,release-static,db_bench,readrandom_t1,latency_max,6098.0,us,0
leveldb_motiv,release-cheri,db_bench,fillrandom_t1,latency_avg,6.16,us,0
leveldb_motiv,release-cheri,db_bench,fillrandom_t1,latency_stddev,107.13,us,0
leveldb_motiv,release-cheri,db_bench,fillrandom_t1,latency_min,1.0,us,0
leveldb_motiv,release-cheri,db_bench,fillrandom_t1,latency_median,3.784,us,0
leveldb_motiv,release-cheri,db_bench,fillrandom_t1,latency_max,8065.0,us,0
leveldb_motiv,release-cheri,db_bench,readrandom_t1,latency_avg,6.839,us,0
leveldb_motiv,release-cheri,db_bench,readrandom_t1,latency_stddev,55.06,us,0
leveldb_motiv,release-cheri,db_bench,readrandom_t1,latency_min,1.0,us,0
leveldb_motiv,release-cheri,db_bench,readrandom_t1,latency_median,6.3321,us,0
leveldb_motiv,release-cheri,db_bench,readrandom_t1,latency_max,8023.0,us,0
leveldb_motiv,release-mte,db_bench,fillrandom_t1,latency_avg,7.496,us,1
leveldb_motiv,release-mte,db_bench,fillrandom_t1,latency_stddev,98.23,us,1
leveldb_motiv,release-mte,db_bench,fillrandom_t1,latency_min,3.0,us,1
leveldb_motiv,release-mte,db_bench,fillrandom_t1,latency_median,5.5434,us,1
leveldb_motiv,release-mte,db_bench,fillrandom_t1,latency_max,8090.0,us,1
leveldb_motiv,release-mte,db_bench,readrandom_t1,latency_avg,3.495,us,1
leveldb_motiv,release-mte,db_bench,readrandom_t1,latency_stddev,46.35,us,1
leveldb_motiv,release-mte,db_bench,readrandom_t1,latency_min,0.0,us,1
leveldb_motiv,release-mte,db_bench,readrandom_t1,latency_median,3.1538,us,1
leveldb_motiv,release-mte,db_bench,readrandom_t1,latency_max,8046.0,us,1
leveldb_motiv,release-dynamic,db_bench,fillrandom_t1,latency_avg,6.915,us,1
leveldb_motiv,release-dynamic,db_bench,fillrandom_t1,latency_stddev,95.17,us,1
leveldb_motiv,release-dynamic,db_bench,fillrandom_t1,latency_min,3.0,us,1
leveldb_motiv,release-dynamic,db_bench,fillrandom_t1,latency_median,5.2363,us,1
leveldb_motiv,release-dynamic,db_bench,fillrandom_t1,latency_max,8142.0,us,1
leveldb_motiv,release-dynamic,db_bench,readrandom_t1,latency_avg,3.067,us,1
leveldb_motiv,release-dynamic,db_bench,readrandom_t1,latency_stddev,43.85,us,1
leveldb_motiv,release-dynamic,db_bench,readrandom_t1,latency_min,0.0,us,1
leveldb_motiv,release-dynamic,db_bench,readrandom_t1,latency_median,2.705,us,1
leveldb_motiv,release-dynamic,db_bench,readrandom_t1,latency_max,5173.0,us,1
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_avg,13.656,us,1
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_stddev,148.57,us,1
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_min,4.0,us,1
leveldb_motiv,release-asan,db_bench,fillrandom_t1,latency_median,8.5924,us,1
