len;stride;duration
67108864;4;43113440
67108864;4;42893747
67108864;4;43428954
67108864;4;43106306
67108864;4;42542977
67108864;4;42749054
67108864;4;43255547
67108864;4;43566112
67108864;4;43599714
67108864;4;43437590
67108864;8;83763947
67108864;8;83928447
67108864;8;83162356
67108864;8;83332867
67108864;8;83404802
67108864;8;83319381
67108864;8;83313209
67108864;8;83414630
67108864;8;83448795
67108864;8;83972460
67108864;16;161308608
67108864;16;163248947
67108864;16;164086833
67108864;16;160918704
67108864;16;161735490
67108864;16;161282879
67108864;16;162315562
67108864;16;162434244
67108864;16;162719160
67108864;16;161981553
67108864;32;367768608
67108864;32;367759551
67108864;32;368359489
67108864;32;367242739
67108864;32;367641419
67108864;32;367012786
67108864;32;368816539
67108864;32;367805998
67108864;32;367784798
67108864;32;367588719
67108864;64;364386978
67108864;64;363552728
67108864;64;364469733
67108864;64;363841622
67108864;64;364341983
67108864;64;364011371
67108864;64;364004989
67108864;64;363688544
67108864;64;364068990
67108864;64;363985101
67108864;128;480753946
67108864;128;479152274
67108864;128;480605607
67108864;128;481311856
67108864;128;480752143
67108864;128;480635073
67108864;128;480183313
67108864;128;481207269
67108864;128;480995861
67108864;128;480808780
67108864;256;521771334
67108864;256;522299918
67108864;256;520978523
67108864;256;521391008
67108864;256;521242018
67108864;256;521350322
67108864;256;521261816
67108864;256;521264120
67108864;256;521221260
67108864;256;521188608
67108864;512;526876596
67108864;512;532931635
67108864;512;528917144
67108864;512;531130467
67108864;512;532168169
67108864;512;532341745
67108864;512;533986699
67108864;512;527590409
67108864;512;530260541
67108864;512;531377602
134217728;1;27797493
134217728;1;27860651
134217728;1;27778808
134217728;1;28081026
134217728;1;27799356
134217728;1;27823231
134217728;1;27793425
134217728;1;27780751
134217728;1;27823071
134217728;1;27868406
134217728;2;44241833
134217728;2;45023443
134217728;2;44150651
134217728;2;44344155
134217728;2;44222516
134217728;2;44429486
134217728;2;44187060
134217728;2;44185837
134217728;2;44291776
134217728;2;44258564
134217728;4;86833671
134217728;4;87051120
134217728;4;87399355
134217728;4;88402753
134217728;4;87326538
134217728;4;87527206
134217728;4;87405747
134217728;4;87300899
134217728;4;87361875
134217728;4;87790551
134217728;8;172309558
134217728;8;175332514
134217728;8;174472306
134217728;8;176184526
134217728;8;173505418
134217728;8;173759205
134217728;8;173015316
134217728;8;173536366
134217728;8;173769425
134217728;8;174342442
134217728;16;332359148
134217728;16;335877295
134217728;16;332368004
134217728;16;332514440
134217728;16;336030252
134217728;16;349185826
134217728;16;347173943
134217728;16;339555564
134217728;16;334530061
134217728;16;360043828
134217728;32;773663275
134217728;32;767093749
134217728;32;768323552
134217728;32;771806182
134217728;32;775913117
134217728;32;772323576
134217728;32;771822804
134217728;32;772256429
134217728;32;770877095
134217728;32;771599093
134217728;64;767590082
134217728;64;780730637
134217728;64;769331398
134217728;64;771012499
134217728;64;768448497
134217728;64;766580744
134217728;64;768132652
134217728;64;767931334
134217728;64;767356372
134217728;64;768486097
134217728;128;942607644
134217728;128;943776593
134217728;128;941539836
134217728;128;942098597
134217728;128;942944758
134217728;128;944832048
134217728;128;941823519
134217728;128;943071406
134217728;128;948663174
134217728;128;946008751
134217728;256;1012125006
134217728;256;1011141476
134217728;256;1014088379
134217728;256;1009421481
134217728;256;1014685733
134217728;256;1011371950
134217728;256;1010857742
134217728;256;1011851512
134217728;256;1010902457
134217728;256;1010080460
134217728;512;1160563507
134217728;512;1159730129
134217728;512;1158016746
134217728;512;1160791715
134217728;512;1155354008
134217728;512;1156045439
134217728;512;1156722642
134217728;512;1156486067
134217728;512;1173324037
134217728;512;1184280124
268435456;1;55925859
268435456;1;56361558
268435456;1;55786426
268435456;1;56653627
268435456;1;55810602
268435456;1;60490544
268435456;1;58307307
268435456;1;57766270
268435456;1;57342302
268435456;1;57482886
268435456;2;90030954
268435456;2;89514684
268435456;2;91860716
268435456;2;90164987
268435456;2;92065611
268435456;2;93496222
268435456;2;90525886
268435456;2;89592591
268435456;2;90805772
268435456;2;89033749
268435456;4;175165139
268435456;4;175102521
268435456;4;189018025
268435456;4;181469567
268435456;4;178421484
268435456;4;175982787
268435456;4;177207671
268435456;4;175912987
268435456;4;175079388
268435456;4;174808729
268435456;8;347576510
268435456;8;346717043
268435456;8;345168601
268435456;8;351058308
268435456;8;350087472
268435456;8;353873112
268435456;8;352234160
268435456;8;354939588
268435456;8;350036726
268435456;8;345455981
268435456;16;667769284
268435456;16;662855211
268435456;16;660194387
268435456;16;673793925
268435456;16;673095042
268435456;16;670313099
268435456;16;671885707
268435456;16;671777674
268435456;16;673175613
268435456;16;672363355
268435456;32;1560403166
268435456;32;1553661806
268435456;32;1560957228
268435456;32;1556063483
268435456;32;1557795781
268435456;32;1561863421
268435456;32;1561025797
268435456;32;1549325700
268435456;32;1558341969
268435456;32;1558131974
268435456;64;1558058986
268435456;64;1553921664
268435456;64;1555793084
268435456;64;1554821537
268435456;64;1556604570
268435456;64;1556175855
268435456;64;1556538266
268435456;64;1556883065
268435456;64;1555950020
268435456;64;1555227330
268435456;128;1879040895
268435456;128;1890700595
268435456;128;1887367487
268435456;128;1885608619
268435456;128;1880679407
268435456;128;1876645179
268435456;128;1885770532
268435456;128;1882002635
268435456;128;1880355468
268435456;128;1877860895
268435456;256;1969492482
268435456;256;1965130177
268435456;256;1967035580
268435456;256;1980993563
268435456;256;1984476243
268435456;256;1984851980
268435456;256;1976223591
268435456;256;1975125346
268435456;256;1972305582
268435456;256;1975388150
268435456;512;2178186153
268435456;512;2178317941
268435456;512;2183230410
268435456;512;2182628528
268435456;512;2178017746
268435456;512;2178193977
268435456;512;2168720610
268435456;512;2183214150
268435456;512;2176553021
268435456;512;2172136905
